iter	Passed	Remaining
424	2026	2742
425	2030	2736
426	2037	2733
427	2044	2732
428	2052	2732
429	2059	2730
430	2064	2725
431	2067	2718
432	2070	2711
433	2073	2703
434	2076	2697
435	2079	2690
436	2082	2682
437	2088	2679
438	2096	2679
439	2103	2677
440	2110	2675
441	2114	2669
442	2121	2667
443	2125	2662
444	2129	2656
445	2137	2655
446	2141	2649
447	2146	2644
448	2154	2644
449	2158	2638
450	2161	2631
451	2164	2623
452	2168	2618
453	2173	2614
454	2179	2610
455	2184	2605
456	2190	2603
457	2196	2598
458	2202	2595
459	2209	2593
460	2214	2588
461	2218	2583
462	2222	2577
463	2226	2572
464	2231	2567
465	2234	2560
466	2237	2554
467	2241	2547
468	2245	2541
469	2248	2535
470	2251	2528
471	2254	2522
472	2257	2515
473	2264	2512
474	2270	2509
475	2277	2507
476	2285	2506
477	2293	2504
478	2296	2497
479	2299	2490
480	2305	2487
481	2311	2483
482	2317	2480
483	2325	2479
484	2330	2474
485	2343	2478
486	2358	2484
487	2366	2483
488	2384	2491
489	2388	2485
490	2395	2483
491	2399	2477
492	2405	2474
493	2413	2471
494	2419	2468
495	2427	2466
496	2433	2463
497	2441	2461
498	2446	2455
499	2452	2452
500	2463	2453
501	2471	2451
502	2477	2447
503	2481	2441
504	2485	2435
505	2491	2432
506	2498	2429
507	2503	2424
508	2510	2421
509	2521	2422
510	2527	2419
511	2532	2413
512	2539	2410
513	2545	2407
514	2551	2402
515	2554	2396
516	2558	2389
517	2563	2385
518	2567	2379
519	2572	2374
520	2577	2369
521	2582	2364
522	2586	2358
523	2590	2353
524	2597	2350
525	2605	2347
526	2615	2347
527	2622	2344
528	2629	2341
529	2634	2336
530	2639	2331
531	2644	2326
532	2648	2320
533	2653	2315
534	2660	2312
535	2665	2307
536	2670	2302
537	2678	2299
538	2684	2295
539	2690	2291
540	2694	2286
541	2701	2282
542	2708	2279
543	2714	2275
544	2721	2271
545	2728	2268
546	2734	2264
547	2740	2260
548	2745	2255
549	2750	2250
550	2756	2246
551	2760	2240
552	2764	2234
553	2769	2229
554	2774	2224
555	2778	2219
556	2783	2213
557	2790	2210
558	2794	2204
559	2796	2197
560	2802	2192
561	2805	2186
562	2810	2181
563	2814	2175
564	2819	2170
565	2823	2164
566	2828	2159
567	2833	2154
568	2838	2149
569	2843	2144
570	2847	2139
571	2851	2133
572	2856	2128
573	2859	2121
574	2863	2116
575	2868	2111
576	2874	2106
577	2877	2100
578	2881	2095
579	2886	2090
580	2889	2083
581	2894	2079
582	2897	2072
583	2903	2068
584	2908	2063
585	2913	2058
586	2918	2053
587	2924	2049
588	2929	2044
589	2933	2038
590	2936	2032
591	2941	2027
592	2945	2021
593	2957	2021
594	2961	2015
595	2968	2012
596	2981	2012
597	2986	2007
598	2999	2008
599	3074	2049
600	3078	2044
601	3082	2037
602	3085	2031
603	3091	2026
604	3094	2020
605	3097	2014
606	3102	2008
607	3108	2004
608	3112	1998
609	3117	1992
610	3122	1988
611	3128	1983
612	3135	1979
613	3140	1974
614	3145	1969
615	3151	1964
616	3156	1959
617	3159	1952
618	3164	1947
619	3168	1941
620	3171	1935
621	3176	1930
622	3184	1926
623	3187	1920
624	3190	1914
625	3196	1909
626	3199	1903
627	3202	1896
628	3206	1891
629	3213	1887
630	3215	1880
631	3218	1873
632	3221	1867
633	3224	1861
634	3242	1863
635	3246	1857
636	3250	1852
637	3254	1846
638	3261	1842
639	3268	1838
640	3271	1832
641	3275	1826
642	3278	1820
643	3281	1814
644	3288	1809
645	3294	1805
646	3306	1803
647	3313	1799
648	3320	1795
649	3326	1790
650	3332	1786
651	3340	1783
652	3346	1778
653	3352	1773
654	3356	1768
655	3360	1762
656	3364	1756
657	3371	1752
658	3377	1747
659	3388	1745
660	3392	1739
661	3396	1734
662	3403	1730
663	3410	1725
664	3418	1722
665	3422	1716
666	3430	1712
667	3436	1707
668	3440	1702
669	3443	1695
670	3447	1690
671	3452	1685
672	3457	1679
673	3463	1675
674	3468	1669
675	3474	1665
676	3483	1661
677	3489	1657
678	3498	1653
679	3504	1649
680	3511	1644
681	3516	1639
682	3521	1634
683	3527	1629
684	3535	1625
685	3545	1623
686	3551	1617
687	3557	1613
688	3562	1607
689	3566	1602
690	3573	1597
691	3578	1592
692	3582	1587
693	3588	1582
694	3594	1577
695	3600	1572
696	3608	1568
697	3614	1563
698	3620	1559
699	3627	1554
700	3632	1549
701	3638	1544
702	3642	1539
703	3646	1533
704	3652	1528
705	3657	1523
706	3663	1518
707	3670	1513
708	3675	1508
709	3682	1504
710	3689	1499
711	3694	1494
712	3700	1489
713	3705	1484
714	3711	1479
715	3719	1475
716	3723	1469
717	3729	1464
718	3736	1460
719	3742	1455
720	3749	1450
721	3753	1445
722	3757	1439
723	3764	1434
724	3768	1429
725	3772	1423
726	3777	1418
727	3783	1413
728	3787	1408
729	3793	1403
730	3800	1398
731	3807	1393
732	3813	1389
733	3820	1384
734	3825	1379
735	3829	1373
736	3833	1368
737	3839	1362
738	3842	1357
739	3848	1352
740	3851	1346
741	3856	1340
742	3861	1335
743	3865	1329
744	3870	1324
745	3877	1320
746	3883	1315
747	3888	1310
748	3893	1304
749	3900	1300
750	3904	1294
751	3910	1289
752	3915	1284
753	3919	1278
754	3926	1274
755	3932	1269
756	3937	1263
757	3940	1257
758	3943	1252
759	3949	1247
760	3955	1242
761	3961	1237
762	3967	1232
763	3973	1227
764	3981	1223
765	3988	1218
766	3994	1213
767	3999	1208
768	4002	1202
769	4007	1197
770	4013	1192
771	4018	1186
772	4030	1183
773	4036	1178
774	4044	1174
775	4050	1169
776	4065	1166
777	4135	1180
778	4139	1174
779	4141	1168
780	4143	1161
781	4146	1155
782	4149	1149
783	4154	1144
784	4159	1139
785	4162	1133
786	4166	1127
787	4172	1122
788	4176	1117
789	4182	1111
790	4187	1106
791	4190	1100
792	4193	1094
793	4198	1089
794	4203	1083
795	4207	1078
796	4213	1073
797	4219	1068
798	4224	1062
799	4228	1057
800	4233	1051
801	4237	1046
802	4240	1040
803	4243	1034
804	4248	1029
805	4254	1024
806	4259	1018
807	4269	1014
808	4276	1009
809	4281	1004
810	4287	999
811	4293	993
812	4297	988
813	4303	983
814	4309	978
815	4315	973
816	4319	967
817	4326	962
818	4330	957
819	4333	951
820	4335	945
821	4340	939
822	4344	934
823	4348	928
824	4352	923
825	4355	917
826	4361	912
827	4366	907
828	4372	901
829	4376	896
830	4379	890
831	4383	885
832	4386	879
833	4392	874
834	4397	868
835	4402	863
836	4407	858
837	4409	852
838	4414	847
839	4422	842
840	4427	836
841	4430	831
842	4432	825
843	4436	820
844	4438	814
845	4441	808
846	4445	803
847	4449	797
848	4456	792
849	4460	787
850	4465	781
851	4472	776
852	4475	771
853	4481	766
854	4487	760
855	4493	755
856	4499	750
857	4502	745
858	4505	739
859	4509	734
860	4514	728
861	4520	723
862	4523	718
863	4528	712
864	4532	707
865	4534	701
866	4538	696
867	4540	690
868	4546	685
869	4550	679
870	4555	674
871	4561	669
872	4565	664
873	4568	658
874	4572	653
875	4578	648
876	4582	642
877	4585	637
878	4590	631
879	4595	626
880	4601	621
881	4607	616
882	4611	610
883	4616	605
884	4621	600
885	4625	595
886	4629	589
887	4633	584
888	4639	579
889	4642	573
890	4646	568
891	4649	562
892	4653	557
893	4657	552
894	4663	547
895	4668	541
896	4671	536
897	4674	530
898	4679	525
899	4684	520
900	4690	515
901	4699	510
902	4706	505
903	4711	500
904	4714	494
905	4720	489
906	4725	484
907	4731	479
908	4736	474
909	4742	469
910	4747	463
911	4751	458
912	4755	453
913	4760	447
914	4765	442
915	4770	437
916	4776	432
917	4781	427
918	4785	421
919	4790	416
920	4795	411
921	4799	406
922	4805	400
923	4809	395
924	4814	390
925	4818	385
926	4821	379
927	4827	374
928	4831	369
929	4837	364
930	4841	358
931	4845	353
932	4847	348
933	4850	342
934	4855	337
935	4859	332
936	4863	327
937	4867	321
938	4873	316
939	4878	311
940	4882	306
941	4888	300
942	4891	295
943	4894	290
944	4897	285
945	4903	279
946	4908	274
947	4913	269
948	4916	264
949	4922	259
950	4927	253
951	4933	248
952	4939	243
953	4942	238
954	4945	233
955	4949	227
956	4953	222
957	4958	217
958	4964	212
959	4970	207
960	4974	201
961	4981	196
962	4987	191
963	4992	186
964	4998	181
965	5003	176
966	5007	170
967	5010	165
968	5015	160
969	5018	155
970	5020	149
971	5024	144
972	5029	139
973	5033	134
974	5036	129
975	5041	123
976	5048	118
977	5054	113
978	5060	108
979	5066	103
980	5071	98
981	5084	93
982	5087	87
983	5091	82
984	5095	77
985	5099	72
986	5102	67
987	5106	62
988	5110	56
989	5202	52
990	5210	47
991	5214	42
992	5217	36
993	5220	31
994	5224	26
995	5226	20
996	5230	15
997	5234	10
998	5240	5
999	5244	0
